"Rajya	DISTRICT	BRANCH	ADDRESS	CENTRE	IFSC	CONTACT1	CONTACT2	CONTACT3	MICR_CODE",,,,,,,,,
"RAJASTHAN	GANGANAGAR	KIKARWALI	""B 2", (Opposite New Dhan Mandi Gate) Anupgarh Road," Raisinghnagar Distt. Sriganganagar Rajasthan 335051""	RAISINGHNAGAR	SBBJ0011269	1507221972	sbbj11269@sbbj.co.in		335003165",,,,,,,
"RAJASTHAN	GANGANAGAR	KIKARWALI	""Panchayat Bhawan"," Village KIKARWALI Tesile Raisinghnagar Distt. Sriganganagar Rajasthan 335051""	RAISINGHNAGAR	SBBJ0011251	1507280200			335003432",,,,,,,,
"RAJASTHAN	GANGANAGAR	LALGARH JATAN	DISTT.  SRIGANGANAGAR - 335037	LALGARH JATAN	SBBJ0010299	""01503-287023"," 287634""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	""MANDI AREA","  SRIGANGANAGAR""	""OPP.  SUBZI  MANDI",  MANDI  AREA,"  SRIGANGANAGAR - 335001""	GANGANAGAR	SBBJ0010356	""0154-2480078"," 2471078(FAX)""			",,,,,
"RAJASTHAN	GANGANAGAR	MIRJAWALA	DISTT.  SRI  GANGANAGAR - 335038	MIRJAWALA	SBBJ0010366	0154-2821022			",,,,,,,,,
"RAJASTHAN	GANGANAGAR	MORJAND KHARI	""43 MMK", Near Govt. School, Main Hanumangarh Road, Village Morjand Khari, Tesile Shadulshahar," Distt. Sriganganagar 335037 Rajasthan""	MORJAND KHARI	SBBJ0011286	1503237100	sbbj11286@sbbj.co.in		335003436",,,,
"RAJASTHAN	GANGANAGAR	NAHARANWALI	""VIA -  RAMSINGHPUR","  DISTT.  SRIGANGANAGAR - 335703""	NAHARANWALI	SBBJ0010674	01498-282606			",,,,,,,,
"RAJASTHAN	GANGANAGAR	NEW DHAN MANDI SRIKARANPUR	Near Gurudwara Shree Nanak Darbar Sriganganagar Road Srikaranpur Distt. Sriganganagar Rajasthan 335073	KARANPUR	SBBJ0011111		01501-226124		335003163",,,,,,,,,
"RAJASTHAN	GANGANAGAR	""NEW DHAN MANDI"," PADAMPUR""	""KRISHI UPAJ MANDI PARISAR", PADAMPUR, SRIGANGANAGAR," RAJASTHAN PIN-335041""	PADAMPUR	SBBJ0011168	01505-232152			335003164",,,,,
"RAJASTHAN	GANGANAGAR	PADAMPUR	DISTT.  SRIGANGANAGAR - 335041	PADAMPUR	SBBJ0010155	""01505-223352"," 222052""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	""P-BLOCK","  SRIGANGANAGAR""	""P  BLOCK","  SRIGANGANAGAR - 335001""	GANGANAGAR	SBBJ0010541	""0154-2471470"," 2472184""			",,,,,,
"RAJASTHAN	GANGANAGAR	""PURANI ABADI","  SRIGANGANAGAR""	SRIGANGANAGAR - 335001	GANGANAGAR	SBBJ0010386	""0154-2470138"," 2471023""			",,,,,,,
"RAJASTHAN	GANGANAGAR	RAISINGNAGAR	DISTT.  SRIGANGANAGAR - 335051	RAISINGHNAGAR	SBBJ0010157	""01507-223200"," 220002""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	RAMSINGHPUR	""BUS  STAND",  MAHENDRA  SINGH  KATLA,"  DISTT.   SRIGANGANAGAR - 335703""	RAMSINGHPUR	SBBJ0010300	01498-283440			",,,,,,,
"RAJASTHAN	GANGANAGAR	RIDMALSAR	""VIA -  RAISINGHNAGAR","  DISTT.   SRIGANGANAGAR - 335061""	RIDMALSAR	SBBJ0010335	01505-241225			",,,,,,,,
"RAJASTHAN	GANGANAGAR	SADULSHAHAR	DISTT.   SRIGANGANAGAR - 335062	SADUL-SAHAR	SBBJ0010736	""01503-222362"," 224049""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	SRI BIJEYNAGAR	""SRI BIJAYANAGAR"," DISTT. SRI GANGANAGAR-335704""	VIJAINAGAR	SBBJ0010159	""S.K. MEHTA"," 01498-230040""			",,,,,,,
"RAJASTHAN	GANGANAGAR	SRI BIJEYNAGAR ADB	DISTT.   SRIGANGANAGAR - 335704	VIJAINAGAR	SBBJ0010379	""01498-230003"," 232209""			",,,,,,,,
"RAJASTHAN	GANGANAGAR	SRI GANGANAGAR ADB	""33",  GRAIN  MARKET,  FIRST  FLOOR,"  SRIGANGANAGAR - 335001""	GANGANAGAR	SBBJ0010358	""0154-2466167"," 2466767""			",,,,,
"RAJASTHAN	GANGANAGAR	SRI GANGANAGAR PUBLIK PARK	""28-A", PUBLIC PARK," GANGANAGAR-335001""	GANGANAGAR	SBBJ0010144	""R K SHARMA"," 0154-2443892""	0154-2441098		",,,,,,
"RAJASTHAN	GANGANAGAR	SRI KARANPUR	""SRI KARANPUR"," DISTT. SRI GANGANAGAR-335073""	KARANPUR	SBBJ0010150	""V.S. DHAKA"," 01501-220024""	01501-220242		",,,,,,,
"RAJASTHAN	GANGANAGAR	SURATGARH	""P.B.NO.1", SURATGARH," SRIGANGANAGAR-335804""	SURATGARH	SBBJ0010160	""UDAY RAJ"," 01509-220024""			",,,,,,
"RAJASTHAN	GANGANAGAR	SURATGARH ADB	""NEAR  CIVIL  HOSPITAL",  SURATGARH,"  DISTT.   SRIGANGANAGAR - 335804""	SURATGARH	SBBJ0010381	""01509-220080"," 224043""			",,,,,,
"RAJASTHAN	GANGANAGAR	""TPS","  SURATGARH""	DISTT.   SRIGANGANAGAR - 335804	SURATGARH	SBBJ0010817	01509-265339			",,,,,,,,
"RAJASTHAN	GANGANAGAR	""UDHAMSINGH SINGH CHOWK"," SRIGANGANAGAR""	""128", MUKHAGREE NAGAR, UDHAMSINGH CHOWK," SRIGANAGANAGAR 335001""	GANGANAGAR	SBBJ0010986	0154-2475586	9413397006		",,,,,
"RAJASTHAN	GANGANAGAR	""UDHYOG VIHAR","  SRIGANGANAGAR""	""UDHYOG  VIHAR","  SRIGANGANAGAR - 335001""	GANGANAGAR	SBBJ0010720	""0154-2494575"," 2494406""			",,,,,,
"RAJASTHAN	HANUMANGARH	4RRW(RODAWALI)	""VILL. RODAWALI", THE. HANUMANGARH," DISTT. HANUMANGARH. RAJASTHAN""	HANUMANGARH	SBBJ0011118	9413397243			335003162",,,,,,,
"RAJASTHAN	HANUMANGARH	BAHADRA	DISTT.  HANUMANGARH - 335501	BHADRA	SBBJ0010152	""01504-223926"," 222032""			",,,,,,,,
"RAJASTHAN	HANUMANGARH	BANK ROAD BRANCH PILIBANGA	""STATE BANK OF BIKANER & JAIPUR ",,,,,,,,,
BANK ROAD BRANCH PILIBANGA,,,,,,,,,
SHOP NO: 15,16,17,,,,,,,
BANK ROAD, BALMIKI CHOWK,,,,,,,,
PILIBANGA,,,,,,,,,
TEHSIL – PILIBANGA,,,,,,,,,
DIST – HANUMANGARH (RAJASTHAN),,,,,,,,,
"PIN : 335803""	PILIBANGAN	SBBJ0011271	9413397201	sbbj11271@sbbj.co.in		335003167",,,,,,,,,
"RAJASTHAN	HANUMANGARH	BASHIR	""STATE BANK OF BIKANER & JAIPUR ",,,,,,,,,
BASHIR,,,,,,,,,
TEHSIL – TIBBI,,,,,,,,,
DIST – HANUMANGARH (RAJASTHAN),,,,,,,,,
"PIN : 335063""	TIBBI	SBBJ0011264	1539	sbbj11264@sbbj.co.in		335003435",,,,,,,,,
"RAJASTHAN	HANUMANGARH	BHEERANI	""STATE BANK OF BIKANER & JAIPUR",,,,,,,,,
BHEERANI,,,,,,,,,
NR POLICE STATION, BHEERANI,,,,,,,,
TEHSIL – BHADRA,,,,,,,,,
DIST – HANUMANGARH (RAJASTHAN),,,,,,,,,
"PIN : 335503""	DABRI	SBBJ0011256	1504281001	sbbj11256@sbbj.co.in		335003434",,,,,,,,,
"RAJASTHAN	HANUMANGARH	BHUKARKA	DISTT.  HANUMANGARH - 335523	BHUKARKA	SBBJ0010572	01555-220269			",,,,,,,,,
"RAJASTHAN	HANUMANGARH	""COLLECTORATE","  HANUMANGARH""	""COLLETRORATE",  HANUMANGARH,"  RAJASTHAN""	HANUMANGARH	SBBJ0010844	01552-244479			",,,,,,
"RAJASTHAN	HANUMANGARH	DABLI RATHAN	DISTT.  HANUMANGARH - 335801	DABLIWAS MAULIWALA	SBBJ0010145	""01552-283331"," 283131""			",,,,,,,,
"RAJASTHAN	HANUMANGARH	DABRI	DISTT.  HANUMANGARH - 335503	DABRI	SBBJ0010515	01504-281047			",,,,,,,,,
"RAJASTHAN	HANUMANGARH	DHABAN	""6BGP-A (DHABAN)", TEHSIL- SANGARIA, DIST- HANUMANGARH, STATE - RAJASTHAN," PIN-335063""	SANGARIA	SBBJ0011046	01499-280477			",,,,,
"RAJASTHAN	HANUMANGARH	GANDHELI	""GANDHELI ","TEHSIL -RAWATSAR DISTT. HANUMANGARH-(RAJASTHAN)PIN-335523""	RAWATSAR	SBBJ0011009	SHRI  R.K.MEENA  TEL:01537-270687			",,,,,,,,
"RAJASTHAN	HANUMANGARH	GOLUWALA  BAS NAWADA	DISTT.  HANUMANGARH - 335802	GOLOOWALA BAS NAWADA	SBBJ0010298	""01508-220038"," 221018""			",,,,,,,,
"RAJASTHAN	HANUMANGARH	GORKHANA.	DISTT.  HANUMANGARH - 335523	GORKHANA	SBBJ0010708	01555-283001			",,,,,,,,,
"RAJASTHAN	HANUMANGARH	HANUMANGARH JUNCTION	HANUMANGARH JUNCTION-335512	HANUMANGARH	SBBJ0010147	""B R GOYAL"," 01552-260579""			",,,,,,,,
"RAJASTHAN	HANUMANGARH	HANUMANGARH TOWN	HANUMANGARH - 335513	HANUMANGARH	SBBJ0010146	""01552-225929"," 222129""			",,,,,,,,
"RAJASTHAN	HANUMANGARH	HANUMANGARH TOWN  ADB	""NEAR  BUS  STAND",  P.B.NO.  29,"  HANUMANGARH - 335513""	HANUMANGARH	SBBJ0010348	""01552-226561"," 222110""			",,,,,,
"RAJASTHAN	HANUMANGARH	KHUNJA	DISTT.   HANUMANGARH - 335803	HANUMANGARH	SBBJ0010428	""01552-250725"," 253978""			",,,,,,,,
"RAJASTHAN	HANUMANGARH	""KISHANPURA"," DIKHNADA""	""STATE BANK OF BIKANER & JAIPUR",,,,,,,,
KISHANPURA DIKHNADA,,,,,,,,,
RAJIV GHANDI SEVA KENDRA,,,,,,,,,
KISHANPURA DIKHNADA,,,,,,,,,
DIST – HANUMANGARH (RAJASTHAN),,,,,,,,,
"PIN : 335513""	HANUMANGARH	SBBJ0011253	1552-280020	sbbj11253@sbbj.co.in		335003433",,,,,,,,,
"RAJASTHAN	HANUMANGARH	LIKHMISAR	DISTT.  HANUMANGARH - 335803	LIKHMISAR	SBBJ0010577	01508-244171			",,,,,,,,,
"RAJASTHAN	HANUMANGARH	MIRJAWALI  MER	""TEHSIL  TIBBI","  DISTT.   HANUMANGARH - 335524""	MIRZAWALI-MER	SBBJ0010524	01539-286315			",,,,,,,,
"RAJASTHAN	HANUMANGARH	MURTI CHOWK BHADRA	""STATE BANK OF BIKANER & JAIPUR ",,,,,,,,,
MURTI CHOWK BRANCH BHADRA,,,,,,,,,
TEHSIL – BHADRA,,,,,,,,,
DIST – HANUMANGARH (RAJASTHAN),,,,,,,,,
"PIN : 335501""	BHADRA	SBBJ0011252	1504223927	sbbj0011252@sbbj.co.in		335003168",,,,,,,,,
"RAJASTHAN	HANUMANGARH	NAURANGDESAR	DISTT.   HANUMANGARH - 335524	NAURANGDESAR	SBBJ0010521	01552-281322			",,,,,,,,,
"RAJASTHAN	HANUMANGARH	NOHAR	""NOHAR"," DISTT. HANUMANGARH-335523""	NOHAR	SBBJ0010148	""S.K. MISHRA","  01555-220060""	01555-221860		",,,,,,,
"RAJASTHAN	HANUMANGARH	PALLU	""VIA -  RAWATSAR","  DISTT.  HANUMANGARH - 335524""	PALLOO	SBBJ0010679	01502-220142			",,,,,,,,
"RAJASTHAN	HANUMANGARH	PHEPHANA	""TEHSIL  NOHAR","  DISTT.   HANUMANGARH - 335527""	PHEPHANA	SBBJ0010345	01555-230230			",,,,,,,,
"RAJASTHAN	HANUMANGARH	PILIBANGAN	""PILIBANGAN"," DISTT.HANUMANGARH-335803""	PILIBANGAN	SBBJ0010156	""B.N. SIDH"," 01508-233024""	01508-235624		",,,,,,,
"RAJASTHAN	HANUMANGARH	RAMGARH UJJALWAS	""TEHSIL  NOHAR","  DISTT.   HANUMANGARH - 335527""	RAMGARH UJALWAS	SBBJ0010522	01555-240322			",,,,,,,,
"RAJASTHAN	HANUMANGARH	RAWATSAR	""GRAIN MARKET", NEW MANDI RAWATSAR," DISTT. HANUMANGARH-335324""	RAWATSAR	SBBJ0010149	""R.C. GUPTA"," 01537-230034""	01537-231975		",,,,,,
"RAJASTHAN	HANUMANGARH	SANGARIA	""PURANI DHAN MANDI", SANGARIA," DISTT. HANUMANGARH-335063""	SANGARIA	SBBJ0010158	""S.S. SANDHU"," 01499-220029""			",,,,,,
"RAJASTHAN	HANUMANGARH	SECTOR-5 NOHAR	""STATE BANK OF BIKANER & JAIPUR ",,,,,,,,,
SECTOR-5 NOHAR ,,,,,,,,,
NEAR PANCHAYAT SAMITI NOHAR,,,,,,,,,
TEHSIL – NOHAR,,,,,,,,,
DIST –  HANUMANGARH (RAJASTHAN),,,,,,,,,
"PIN : 335523""	NOHAR	SBBJ0011270	1555220973	sbbj11270@sbbj.co.in		335003166",,,,,,,,,
"RAJASTHAN	HANUMANGARH	SILWALA	DISTT.  HANUMANGARH - 335526	SILWALA	SBBJ0010367	01539-283539			",,,,,,,,,
"RAJASTHAN	HANUMANGARH	TALWARA  JHIL	""NEAR  RLY  STATION","  DISTT.   HANUMANGARH - 335525""	TALWARA JHIL	SBBJ0010431	01539-282240			",,,,,,,,
"RAJASTHAN	HANUMANGARH	TIBBI	DISTT.  HANUMANGARH - 335526	TIBBI	SBBJ0010301	""01539-224028"," 225028""			",,,,,,,,
"RAJASTHAN	JAIPUR	Andhi	""Jaipur Road", Andhi," Jaipur-303001""	AANDHI	SBBJ0011248	1426287851	sbbj11248@sbbj.co.in		303003204",,,,,,,
"RAJASTHAN	JAIPUR	BAGRU INDUSTRIAL AREA	""H-140 BAGRU INDUSTRIAL ASSOCIATION BUILDING","RIICO INDUSTRAIL AREA BAGRU EXTENSION-303007""	BAGRU	SBBJ0011119		0141-2168499		302003082",,,,,,,,
"RAJASTHAN	JAIPUR	BAINARA	""Bainara More"," Jaipur-Agra Highway. Pin-303301""	JAIPUR	SBBJ0011304	8003890810	sbbj11304@sbbj.co.in		303003207",,,,,,,,
"RAJASTHAN	JAIPUR	BANSKHO - JAIPUR	""GRAM PANCHAYAT BHAWAN", BUS STAND, BANSKHO," DISTT. JAIPUR PIN-303305""	BANSKHO	SBBJ0011067	9414024538			302003078",,,,,,
"RAJASTHAN	JAIPUR	BASSI	DISTT.  JAIPUR - 303301	BASSI	SBBJ0010039	""RAM AVATAR SHARMA","  01429-222515""	98145-15188		",,,,,,,,
"RAJASTHAN	JAIPUR	BENAD ROAD	""KALYAN HOUSE", VISHNU NAGAR, BENAD ROAD, JHOTWADA," JAIPUR""	JAIPUR	SBBJ0011380	141 8003591211			302003102",,,,,
"RAJASTHAN	JAIPUR	BORAJ	""STATE BANK OF BIKANER & JAIPUR", NEAR BUS STAND," BORAJ DISTT. JAIPUR      PIN -303338""	DUDU	SBBJ0010976	9413396292	01428-		",,,,,,,
"RAJASTHAN	JAIPUR	CHAKSU	DISTT.  JAIPUR - 303901	CHAKSU	SBBJ0010040	""01429-243622"," 243414""			",,,,,,,,
"RAJASTHAN	JAIPUR	CHANDWAJI	""CHOMU ROAD", CHANDWAJI," TEHSIL AMER 303104""	CHANDWAJI	SBBJ0011093		""01426 284702"," 8003591891""		303003054",,,,,,
"RAJASTHAN	JAIPUR	CHOMP	DISTT.  JAIPUR - 303805	CHONP	SBBJ0010636	01423-234523			",,,,,,,,,
"RAJASTHAN	JAIPUR	CHOMU	DISTT  JAIPUR - 303702	CHOMU	SBBJ0010035	""01423-222484 220050"," 223822""			",,,,,,,,
"RAJASTHAN	JAIPUR	CHOMU KUM	""KRISHI UPAAJ MANDI"," CHOMU""	CHOMU	SBBJ0011024	01423  220084			",,,,,,,,
"RAJASTHAN	JAIPUR	""CROSS SELLING BAZAR", TONK ROAD," JAIPUR""	""APEX MALL", TONK ROAD," JAIPUR - 302015""	JAIPUR	SBBJ0011060	0141-2744415			302003077",,,,,
"RAJASTHAN	JAIPUR	DANTIL	""TEHSIL  KOTPUTLI","  DISTT.   JAIPUR""	DANTIL	SBBJ0010670	01421-285128			",,,,,,,,
"RAJASTHAN	JAIPUR	Dhaula	""Panchayat Bhawan", Dhaula," Jaipur""	JAIPUR	SBBJ0011247	1426239832	sbbj0011247@sbbj.co.in		303003203",,,,,,,
"RAJASTHAN	JAIPUR	DUDU ADB	""DUDU","  DISTT.  JAIPUR - 303008""	DUDU	SBBJ0010041	""M.K.VERMA"," 01428-224128""			",,,,,,,
"RAJASTHAN	JAIPUR	GORDHANPURA	""Gordhanpura Chowki", Jpr-Del Highway," Pin-303108""	KOTPUTLI	SBBJ0011305	8003591894	sbbj11305@sbbj.co.in		303003208",,,,,,,
"RAJASTHAN	JAIPUR	GOVINDGARH  MALIKPUR	DISTT.   JAIPUR - 303712	MALIKPUR GOVINDGARH	SBBJ0010042	""01423-230030"," 513721""			",,,,,,,,
"RAJASTHAN	JAIPUR	GOVINDPURA	""SHOP NO. B-8", B-9, KARDHANI KALWAR ROAD, GOVINDPURA," JAIPUR""	JAIPUR	SBBJ0011365	141 8003592711			302003100",,,,,
"RAJASTHAN	JAIPUR	Jaipur	Tilak Marg Jaipur - 302005	JAIPUR	SBBJ0010510	Shri S S Shekhawat / P C  Jain	""Telephone No.: 0141 – 5101 564 / 2650457"," Fax No.  :0141- 2227485""		",,,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  BAPU BAZAR	""BAPU  BAZAR",  JAIPUR,"  RAJASTHAN""	JAIPUR	SBBJ0010843	""0141-2577311","			
RAJASTHAN	JAIPUR	JAIPUR  BRAHAMPURI	BRAHAMPURI","  JAIPUR - 302002""	JAIPUR	SBBJ0010761	""T.C.PHULWANI"," 0141-2671691""			",,,,
"RAJASTHAN	JAIPUR	JAIPUR  CENTRAL SPINE	""CENTRAL  SPINE",  VIDYADHAR  NAGAR,  JAIPUR,"  RAJASTHAN""	JAIPUR	SBBJ0010861	""K.K..BHAWAN"," 0141-2230085""			",,,,,
"RAJASTHAN	JAIPUR	JAIPUR  CHITRAKOOT	""C  8  /  2",  CHITRAKOOT,"  JAIPUR - 302021""	JAIPUR	SBBJ0010828	""0141-5175353"," 2247111""			",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  DIST COURT	""DISTRICT  COURT  COMPLEX",  BANIPARK,  JAIPUR,"  RAJASTHAN""	JAIPUR	SBBJ0010865	""R.K.SHARMA"," 0141-2200560""			",,,,,
"RAJASTHAN	JAIPUR	""JAIPUR  DURGAPURA","	DURGAPURA","  JAIPUR - 302018""	JAIPUR	SBBJ0010765	""0141-2554686",2552259,5183803," 5127515""			",,,,
"RAJASTHAN	JAIPUR	JAIPUR  GOPAL BARI	""AJMER  ROAD","  JAIPUR - 302001""	JAIPUR	SBBJ0010587	""MRS.ANITA JAIN"," 0141-5116384""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  GOPI NATH MARG	""NEW  COLONY",  GOPI  NATH  MARG,"  JAIPUR - 302001""	JAIPUR	SBBJ0010452	""H S MEENA"," 0141-2360554""			",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  GOVIND  NAGAR	""27",  GOVIND  NAGAR  EAST,"  JAIPUR - 302002""	JAIPUR	SBBJ0010780	""M.M.AGARWAL"," 0141-2630312""			",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  INDIRA  BAZAR	""INDIRA  BAZAR","   JAIPUR - 302001""	JAIPUR	SBBJ0010403	""H.P.MANDARWAL"," 0141-2419251""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  JAGATPURA	""JAGATPURA","  JAIPUR - 302004""	JAIPUR	SBBJ0010798	0141-2759673			",,,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  JAWAHAR NAGAR	""4 - BH - 12","  JAWAHAR  NAGAR  JAIPUR - 302004""	JAIPUR	SBBJ0010559	""GOKUL SHARMA","  0141-2652488""	98284-07822		",,,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR  JLN MARG","	MAHAVEER  CANCER  HOSPITAL",  JLN  MARG,"  JAIPUR - 302004""	JAIPUR	SBBJ0010772	""0141-2550807",2547635," 5127514""			",,,,
"RAJASTHAN	JAIPUR	""JAIPUR  KALWAR ROAD","	VIJAY  BHAWAN",  KALWAR ROAD,   JAIPUR,"  RAJASTHAN""	JAIPUR	SBBJ0010797	""P.R.SHARMA"," 0141-2341439""			",,,,
"RAJASTHAN	JAIPUR	JAIPUR  KISHANPOLE BAZAR	""KISHANPOLE  BAZAR","  JAIPUR - 302004""	JAIPUR	SBBJ0010462	""D.N.CHOUBAY"," 0141-2319357""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  MAHESH NAGAR	""MAHESH  NAGAR","  JAIPUR - 302018""	JAIPUR	SBBJ0010846	""ASHA MEHTA"," 0141-2500482""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  MALVIYA NAGAR  IND. AREA	""MALVIYA  NAGAR","  JAIPUR - 302017""	JAIPUR	SBBJ0010503	""0141-2750624"," 2752326""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  MANSAROVAR	""AGARWAL  FARM",  MANSAROVAR,"  JAIPUR - 302020""	JAIPUR	SBBJ0010767	""K.L.SEHGAL"," 0141-2780537""			",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  MURLIPURA	""MURLIPURA","  JAIPUR - 302012""	JAIPUR	SBBJ0010721	""S.H.SANWARIA"," 0141-2331005""	94132-23222		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  NEW ATISH MARKET	""NEW  AATISH  MARKET","  JAIPUR - 302019""	JAIPUR	SBBJ0010854	""S.C.GANGWAL","  0141-2391436""	98290-76255		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  PEETAL FACTORY	""PEETAL  FACTORY",  JHOTWARA  ROAD,  JAIPUR,"  RAJASTHAN""	JAIPUR	SBBJ0010806	""H.S.BABERWAL"," 0141-2206502""	98299-34344		",,,,,
"RAJASTHAN	JAIPUR	JAIPUR  PRATAP NAGAR	""PRATAP  NAGAR",  KUMBHA  MARG,"  JAIPUR - 302030""	JAIPUR	SBBJ0010840	""0141-2793745",5122124,"			
RAJASTHAN	JAIPUR	JAIPUR  PRITHVIRAJ ROAD	DURLAB  NIWAS",  P  R  ROAD,"  JAIPUR - 302005""	JAIPUR	SBBJ0010443	""SUDAMA MEENA","  0141-2373867""	94140-73353		",,
"RAJASTHAN	JAIPUR	JAIPUR  RAM NAGAR	""A - 45",  RAM NAGAR,  MAYUR  COMPLEX,"   JAIPUR - 302016""	JAIPUR	SBBJ0010594	""O.P.GUPTA"," 0141-2306442""			",,,,,
"RAJASTHAN	JAIPUR	JAIPUR  RAMGANJ BAZAR	""RAMGANJ  BAZAR","  JAIPUR - 302003""	JAIPUR	SBBJ0010307	""SUBODH RATHI"," 0141-2615178""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  RKS SANKUL	""RADHA  KRISHAN  SANKUL",  J.L.N.  MARG,  JAIPUR,"  RAJASTHAN""	JAIPUR	SBBJ0010847	""V.K.BHALLA","  0141-5101638""	98294-77706		",,,,,
"RAJASTHAN	JAIPUR	JAIPUR  SECRETARIAT	""SECRETARIAT"," JAIPUR.-302005""	JAIPUR	SBBJ0010031	""R K SRIVASTAVA"," 0141-2227919""	0141-5132525		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  SHASTRI NAGAR	""SHASTRI  NAGAR","  JAIPUR - 302006""	JAIPUR	SBBJ0010340	""B.S.RATHORE"," 0141-5128357""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  SHYAM NAGAR	""SHYAM  NAGAR","  JAIPUR - 302006""	JAIPUR	SBBJ0010768	""RAM GOPAL SHARMA"," 0141-2293402""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  SMS HOSPITAL	""SMS  HOSPITAL","  JAIPUR - 302004""	JAIPUR	SBBJ0010849	""0141-2562851"," 3948991""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  SODALA	""SODALA",  JAIPUR,"  RAJASTHAN""	JAIPUR	SBBJ0010795	""R.K. SABBAL"," 0141-2224758""			",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  SURAJPOLE	""SURAJPOLE","  JAIPUR - 302003""	JAIPUR	SBBJ0010500	""B.L.MEENA"," 0141-2643289""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  VIDHAN  SABHA	""VIDHAN  SABHA","  JAIPUR - 302002""	JAIPUR	SBBJ0010718	""J.K.AHUJA"," 0141-2743932""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  VIDYADHAR  NAGAR	""VIDYADHAR  NAGAR","  JAIPUR - 302012""	JAIPUR	SBBJ0010763	""S.K.SAXENA","  0141-2336294""	94144-46838		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR  VIDYUT BHAVAN	""VIDYUT  BHAVAN",  JYOTI  NAGAR,  JAIPUR,"  RAJASTHAN""	JAIPUR	SBBJ0010866	""B.R.MEGHWAL"," 0141-2740717""			",,,,,
"RAJASTHAN	JAIPUR	JAIPUR ADARSH NAGAR	""ADARSH NAGAR"," JAIPUR-302004""	JAIPUR	SBBJ0010022	""S K SHARMA"," 0141-2613692""	0141-2619508		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR AMBER	""GANDHI CHOWK", AMBER," DISTT.JAIPUR-303101""	JAIPUR	SBBJ0010034	""N L CHOHALA"," 0141-2530039""	0141-2243173		",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR AMER ROAD	""AMER ROAD"," JAIPUR-303002""	JAIPUR	SBBJ0010024	""B B DUSAD"," 0141-2609842""	0141-2610652		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR BHANKROTA	""BHANKROTA","  JAIPUR - 302019""	JAIPUR	SBBJ0010804	""A.K.MEENA"," 0141-2250230""			",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR IND. FINANCE BRANCH	""OM TOWER", M.I. ROAD," JAIPUR-302001""	JAIPUR	SBBJ0010781	""L R MEENA"," 0141-2361888""	0141-2362794		",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR JHOTWARA	""INDUSTRIAL AREA", JHOTWARA," JAIPUR-302012""	JAIPUR	SBBJ0010028	""K C GAUR"," 0141-2340363""	0141-2340358		",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR JOHRI BAZAR	""JOHARI BAZAR","JAIPUR-302003""	JAIPUR	SBBJ0010029	""R K SHARMA"," 0141-2561352""	0141-2561722		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR KHATIPURA	""SIRSI ROAD", NEAR GOVT.POULTRY," JAIPUR-302021""	JAIPUR	SBBJ0010438	""C M AHIR"," 0141-2350853""	0141-2355916		",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR P W D COMPLEX	""JACOB ROAD", PWD COMPLEX," JAIPUR""	JAIPUR	SBBJ0010820	""A K MEENA"," 0141-2221944""	0141-5111548		",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR S.M.S.HIGHWAY	""POST BOX NO.94",S.M.S. HIGHWAY," JAIPUR-302003""	JAIPUR	SBBJ0010032	""A K THOLIA"," 0141-2322521""	0141-2313840		",,,,,,
